article_id,entity,label,score
116,purbaya bantah,PER,0.8523723
116,deposito valas,PRD,0.76860803
116,4 persen,PRC,0.9934819
116,menteri keuangan,NOR,0.9070943
116,purbaya yudhi sadewa,PER,0.975375
116,deposito valas,PRD,0.54389435
116,4 persen,PRC,0.993249
117,ray dalio,PER,0.98795867
117,##to,ORG,0.35981748
117,menteri keuangan,NOR,0.9548988
117,purbaya,PER,0.87712675
117,yudhi sadewa,PER,0.9838171
117,as,GPE,0.8304704
117,ray dalio,PER,0.9886815
117,pemerintah,NOR,0.90966266
118,purbaya,PER,0.87880147
118,rokok,PRD,0.49419627
118,menteri keuangan,NOR,0.9521072
118,purbaya yudhi sadewa,PER,0.90463686
119,menkeu,NOR,0.75539327
119,purba,PER,0.5164035
119,##ya,ORG,0.3832886
119,sidak,PER,0.7866201
119,kantor bni,ORG,0.6205404
119,menteri keuangan,NOR,0.9506217
119,purbaya yudhi sadewa,PER,0.9504518
119,bni,ORG,0.9407569
120,menkeu purba,NOR,0.6583607
120,##ya,ORG,0.517728
120,menkeu purba,NOR,0.5891461
120,sima,PER,0.93003976
121,4,CRD,0.8740833
121,menkeu purba,NOR,0.45678347
121,##ya,ORG,0.48730066
121,2,QTY,0.8972515
121,senin ( 8 / 9 / 2025 ),DAT,0.9934992
121,menteri keuangan,NOR,0.90564
121,purbaya,PER,0.8907213
121,yudhi sadewa,PER,0.8831683
122,200,CRD,0.81169593
122,rp 60 triliun,MON,0.99640685
122,200,CRD,0.76301295
123,tax amnesty,PRD,0.5019735
123,sri mulyani,ORG,0.31804135
123,menkeu purba,NOR,0.7202447
123,##ya,ORG,0.41766527
123,menkeu,NOR,0.91150445
123,purbaya,PER,0.5140827
123,tax,LAW,0.45072538
123,amnesty,PRD,0.4527369
123,sri mulyani,PER,0.8280633
123,tax amnesty,PRD,0.589868
124,menkeu,NOR,0.76540464
124,purbaya,ORG,0.38122132
124,mb,LAW,0.30216992
124,##g,PRD,0.6250733
124,menkeu,NOR,0.7653238
124,purbaya,ORG,0.41803005
124,mbg,PRD,0.37408352
124,10 kg,QTY,0.84900004
125,dollar,MON,0.8962322
125,menkeu purba,NOR,0.64405596
125,##ya,ORG,0.5170656
125,menteri keuangan,NOR,0.92540824
125,purbaya yudhi sad,PER,0.8966134
125,dollar,MON,0.87706983
126,ida yulidina,PER,0.9844236
126,menkeu,NOR,0.619373
126,purbaya,PER,0.52454686
126,wajah femina,ORG,0.47520128
126,ida yulidina,PER,0.98731494
126,kontes wajah femina tahun 1989,EVT,0.85476136
127,apbn 202,LAW,0.6004701
127,##6,MON,0.8668568
127,"2, 68 persen",PRC,0.99539185
127,menkeu purba,NOR,0.6488886
127,##ya,PER,0.3354391
127,menteri keuangan,NOR,0.9455865
127,purbaya,PER,0.9373447
127,yudhi sadewa,PER,0.89630204
127,apbn 202,LAW,0.5134314
127,##6,MON,0.8124101
128,menkeu,NOR,0.77809376
128,purbaya,PER,0.9220259
128,tutut soeharto,PER,0.92576414
128,menkeu,NOR,0.86396056
128,purbaya,PER,0.89907837
128,tutut soeharto,PER,0.80800635
128,ptun,ORG,0.9638314
129,men,NOR,0.46111202
129,##keu,ORG,0.77461886
129,purbaya,PER,0.74048686
129,dirut bank himbara,ORG,0.8747343
129,rp 200 t,MON,0.99718267
129,purbaya,PER,0.85904586
129,rp 200 triliun,MON,0.99803716
129,bank himbara,ORG,0.98926955
129,bank,ORG,0.9126765
130,menkeu,NOR,0.766403
130,purba,PER,0.6220472
130,rp 200 triliun,MON,0.9976115
130,6,CRD,0.92465246
130,bank himbara,ORG,0.62132764
130,kemenkeu,NOR,0.9315934
130,pemerintah,NOR,0.9323172
130,bank indonesia,ORG,0.8777591
130,bi,ORG,0.9649693
130,rp 200 triliun,MON,0.99810797
130,enam,CRD,0.9672867
131,menkeu,NOR,0.8973225
131,purbaya yudhi,PER,0.93009084
131,sri mulyani,PER,0.9635683
131,cia,ORG,0.44158158
131,menteri keuangan,NOR,0.9710798
131,menkeu,NOR,0.8531576
131,purbaya yudhi sadewa,PER,0.9822629
131,sri mulyani,PER,0.97379684
131,cia,ORG,0.46466097
132,3 hari,QTY,0.94311786
132,menteri keuangan,NOR,0.9684502
132,purbaya yudhi sadewa,PER,0.9772307
132,3,CRD,0.75459754
132,tiga hari,QTY,0.8459377
132,menkeu,NOR,0.92049503
132,purbaya yudhi sadewa,PER,0.9636596
132,tiga,CRD,0.8909624
133,ri,NOR,0.4099945
133,40 persen,PRC,0.992871
133,pdb,MON,0.388241
133,pemerintah,NOR,0.6126266
133,juni 2025,DAT,0.99009275
133,"rp 9. 138, 05 triliun",MON,0.99800426
133,"39, 86 persen",PRC,0.9937584
133,produk,PRD,0.7013814
133,pdb,PRD,0.38665533
134,purba,PER,0.75139636
134,pph final,LAW,0.6114747
134,"0, 5 persen",PRC,0.9739989
134,kemenkeu,NOR,0.9564797
134,kementerian hukum,NOR,0.93900913
134,kemenkum,NOR,0.88259554
135,purba,PER,0.9610864
135,satgas blbi,ORG,0.7835346
135,satgas blbi,ORG,0.8178635
136,rupiah,MON,0.97253215
136,purba,PER,0.88251495
136,bank himbara,ORG,0.9835798
136,dollar,MON,0.96912485
136,rp 200 t,MON,0.99420375
136,menkeu,NOR,0.53786546
136,purba,PER,0.9351499
136,bank himbara,ORG,0.9843418
136,pemerintah,NOR,0.64527595
136,rp 200 triliun,MON,0.9959297
136,dollar as,MON,0.9898455
136,rupiah,MON,0.97998387
137,menkeu,NOR,0.6552797
137,purbaya,PER,0.36186862
137,menteri keuangan,NOR,0.88738114
137,purbaya,PER,0.95801127
137,yudhi sadewa,PER,0.9169237
137,rp 200 triliun,MON,0.9980369
137,bank,ORG,0.944283
137,bank himbara,ORG,0.79076505
138,menkeu,NOR,0.55821955
138,purbaya,PER,0.4620703
138,lu,PER,0.97861165
138,menkeu,NOR,0.5989622
138,purbaya,PER,0.48415977
139,himbara,ORG,0.38947994
139,men,NOR,0.52234447
139,##keu purbaya,ORG,0.66506255
139,pemerintah,NOR,0.62986183
139,bank daerah,ORG,0.9451005
139,bank himbara,ORG,0.98042756
139,pemerintah,NOR,0.9288664
140,menkeu,NOR,0.8661878
140,purba,PER,0.5447872
140,pns,NOR,0.45307827
140,pemerintah pusat,NOR,0.93729615
141,jakarta,GPE,0.95510155
141,rp 15 triliun,MON,0.9982321
141,purba,PER,0.94076407
141,menke,NOR,0.54257756
141,purba,PER,0.8648097
141,jakarta,GPE,0.9544591
141,rp 15 triliun,MON,0.9980822
142,purba,PER,0.8639919
142,rp 20 triliun,MON,0.9966138
142,dollar,MON,0.9648445
142,men,NOR,0.64598924
142,##keu purba,ORG,0.54453015
142,bank himbara,ORG,0.96593136
142,rp 200 triliun,MON,0.9974866
142,dollar as,MON,0.9884844
142,rupiah,MON,0.9628826
143,purbaya,PER,0.7167333
143,menteri keuangan,NOR,0.96004725
143,purbaya yudhi sadewa,PER,0.93800193
144,purba,PER,0.9844439
144,ayam penyet sambal ijo,PRD,0.8424475
144,warung kaki lima,LOC,0.95113474
144,purba,PER,0.9797218
144,warung kaki lima,LOC,0.9517997
144,kantor pusat direktorat jenderal pajak ( djp,LOC,0.8920491
144,jalan gatot subroto,LOC,0.9795
144,jakarta selatan,GPE,0.9917419
145,menke,NOR,0.72480327
145,##u purbaya,ORG,0.48934826
145,iv,ORD,0.59931195
145,"5, 5 persen",PRC,0.99475557
145,menkeu,NOR,0.7904404
145,purbaya yudhi sadewa,PER,0.79537743
145,iv,ORD,0.5300392
145,2025,DAT,0.94252974
145,"5, 5 persen",PRC,0.9955092
146,purba,PER,0.84383225
146,bg,PER,0.3633513
146,##n,ORG,0.6223115
146,rp 28 triliun,MON,0.99773747
146,bg,PER,0.740583
146,##n,ORG,0.7075741
146,rp 28 triliun,MON,0.99779296
146,men,NOR,0.72140956
146,##keu purba,ORG,0.48923293
147,purbaya,PER,0.83437747
147,menteri keuangan,NOR,0.9574224
147,purbaya,PER,0.96556646
147,yudhi sadewa,PER,0.94956404
147,tembakau,PRD,0.44165725
147,##t,PRD,0.59325683
147,2026,DAT,0.8456361
148,prabowo,PER,0.9952656
148,apbn,LAW,0.8834892
148,0 persen,PRC,0.9806255
148,menkeu purba,NOR,0.7712736
148,##ya,ORG,0.39003363
148,menteri keuangan,NOR,0.948748
148,purbaya,PER,0.90060365
148,yudhi sadewa,PER,0.97350836
148,apbn,LAW,0.85791403
148,0 %,PRC,0.9880025
149,purbaya,PER,0.74906564
149,res,NOR,0.71115786
149,kabinet,NOR,0.295627
149,purba,PER,0.8796299
149,yudhi sadewa,PER,0.8792591
150,menke,NOR,0.6799431
150,##u purba,ORG,0.6016511
150,rp 60 triliun,MON,0.99726087
150,200,CRD,0.8622821
150,menkeu purba,NOR,0.7360819
150,##ya,ORG,0.4611504
150,200,CRD,0.7899787
150,rp 60 triliun,MON,0.9975569
151,purbaya,PER,0.71593535
151,bea cukai,NOR,0.69081396
151,menkeu,NOR,0.94913864
151,purbaya yudhi sadewa,PER,0.9515391
151,kemenkeu,NOR,0.9139395
152,hotman paris,ORG,0.8758722
152,menkeu purba,NOR,0.72768646
152,##ya,ORG,0.44046238
152,menteri keuangan,NOR,0.9190178
152,purbaya,PER,0.8171483
152,yudhi sadewa,PER,0.9929537
152,pemerintah,NOR,0.4499225
152,rp 200 triliun,MON,0.9954547
153,rokok,PRD,0.5173987
153,menkeu,NOR,0.6692171
153,purbaya,ORG,0.38531876
153,- commerce,PRD,0.743587
153,menkeu,NOR,0.7356712
153,purbaya,PER,0.5784847
153,-,PRD,0.68702716
154,tompi,PER,0.7971319
154,menke,NOR,0.56361145
154,##u purba,ORG,0.59308976
154,rp 200 triliun,MON,0.99705154
154,bank,ORG,0.7297574
155,rp 200 t,MON,0.9946096
155,him,GPE,0.27902138
155,##bara,ORG,0.28162062
155,purbaya,PER,0.88077176
155,menteri keuangan,NOR,0.96103317
155,purbaya,PER,0.9143427
155,yudhi sadewa,PER,0.96842015
155,rp 200 triliun,MON,0.99754906
156,purbaya yudhi sadewa,PER,0.9756577
156,tutut,PER,0.54979706
156,soeharto,PER,0.62095207
156,kedua,CRD,0.7675168
156,menkeu,NOR,0.9315688
156,purbaya yudhi sadewa,PER,0.95716554
156,tutut,PER,0.6055175
156,soeharto,PER,0.60369414
156,menteri keuangan,NOR,0.97500736
157,purba,PER,0.7496862
157,dpr,NOR,0.9834013
157,"rp 692, 9 triliun",MON,0.99829215
157,badan anggaran dpr ri,NOR,0.97201806
157,rp 43 triliun,MON,0.99833316
157,rp 650 triliun,MON,0.99817395
157,"rp 692, 99 triliun",MON,0.9982322
158,batik menkeu purba,PRD,0.7347724
158,ahmad dofiri,PER,0.98129624
158,menteri keuangan ( menkeu,NOR,0.92546993
158,baru,PER,0.64914894
158,purbaya yudhi sadewa,PER,0.9138961
158,kemeja batik,PRD,0.7826241
159,menkeu,NOR,0.7850053
159,purba,PER,0.3518083
159,kop,ORG,0.56518525
159,##des,PRD,0.44467595
159,rp 16 triliun,MON,0.9980323
159,peraturan menteri keuangan,LAW,0.96024114
159,pmk,LAW,0.74271274
159,koperasi desa merah putih,ORG,0.88363737
159,kopdes,ORG,0.71001434
159,rp 16 triliun,MON,0.99829984
160,rp 200 triliun,MON,0.9977501
160,himbara,ORG,0.740558
160,men,NOR,0.74397945
160,##keu purbaya,ORG,0.7341777
160,menke,NOR,0.6648262
160,##u purbaya,ORG,0.7086742
160,rp 200 triliun,MON,0.9979169
160,himbara,ORG,0.7685864
161,purba,PER,0.95816696
161,sby,PER,0.99010897
161,jokowi,PER,0.99328184
161,20 tahun,QTY,0.9759618
161,menteri keuangan,NOR,0.9070952
161,purbaya,PER,0.95482874
161,yudhi sadewa,PER,0.9338001
161,indonesia,GPE,0.85694516
161,20 tahun,QTY,0.9777738
162,ri,GPE,0.61937666
162,8 persen,PRC,0.99442464
162,2 - 3 tahun,QTY,0.94448423
162,menke,NOR,0.6605397
162,##u purba,ORG,0.42780817
162,menkeu,NOR,0.7460868
162,purbaya,PER,0.33533224
162,8 persen,PRC,0.9953059
163,menkeu,NOR,0.8663911
163,purbaya,PER,0.7675036
163,he,PER,0.85304534
163,dpr,NOR,0.989369
163,he,PER,0.8053774
164,sri mulyani,PER,0.8038853
164,cia,ORG,0.37472644
164,menkeu,NOR,0.84892374
164,purbaya yudhi,PER,0.8882972
164,instagram,PRD,0.79487234
164,purbaya yudhi,PER,0.75659806
164,sri mulyani,PER,0.9661408
164,cia,ORG,0.30214366
164,ig,PER,0.81816274
165,singg,PER,0.8961854
165,sri mulyani,PER,0.8634968
165,cia,NOR,0.41254383
165,menteri keuangan,NOR,0.9640784
165,purbaya,PER,0.8303563
165,menkeu,NOR,0.9119689
165,purbaya,PER,0.8858403
165,yudhi sadewa,PER,0.97681874
165,instagram,PRD,0.93874377
165,sri mulyani,PER,0.98460555
165,cia,NOR,0.2824286
165,purbaya,PER,0.9595363
166,money,PRD,0.23397729
166,purbaya,PER,0.9244338
166,dpr,NOR,0.9725565
166,sri mulyani,PER,0.991101
166,kemenkeu,NOR,0.9652462
166,purbaya,PER,0.9416619
166,dpr,NOR,0.9748278
166,sri mulyani,PER,0.9895733
166,kemenkeu,NOR,0.9057711
166,money,PER,0.37950525
166,rabu,DAT,0.43602446
167,menkeu,NOR,0.75890845
167,purba,PER,0.3165999
167,kereta cepat jakarta,PRD,0.49357805
167,-,LAW,0.46406958
167,bandung,PRD,0.39526847
167,apbn,LAW,0.969146
167,menkeu,NOR,0.864779
167,purbaya,PER,0.5347054
167,kereta,PRD,0.4005332
167,cepat,ORG,0.33369064
167,jakarta,GPE,0.22527358
167,bandung,GPE,0.23735917
167,apbn,LAW,0.97658086
168,menkeu purba,NOR,0.65201336
168,##ya,ORG,0.7040937
168,##bara,ORG,0.48908684
168,rp 200 triliun,MON,0.9969956
168,dollar as,MON,0.97252715
168,menteri keuangan,NOR,0.94695526
168,purbaya,PER,0.881106
168,yudhi sadewa,PER,0.9009256
168,him,PER,0.46258995
168,pemerintah,NOR,0.72708625
168,dolar as,MON,0.98756313
168,rupiah,MON,0.95422196
169,bank himbara,ORG,0.9901989
169,rp 200 triliun,MON,0.9978258
169,purba,PER,0.9750089
169,dollar,MON,0.94591415
169,menke,NOR,0.6175612
169,##u,ORG,0.4673765
169,purbaya,PER,0.67619896
169,lima,CRD,0.6711214
169,bank himbara,ORG,0.8562272
169,rp 200 triliun,MON,0.99707395
169,dollar as,MON,0.9836856
170,kep,GPE,0.32484663
170,##ri,ORG,0.35359332
170,rp 534 miliar,MON,0.9970882
170,gubernur ans,NOR,0.5502204
170,##ar,ORG,0.5489649
170,purba,PER,0.90165824
170,gubernur kepri,NOR,0.84581906
170,menkeu,NOR,0.6929528
170,purbaya,ORG,0.5078942
171,menkeu,NOR,0.8832424
171,purba,PER,0.9238065
171,ih,PER,0.43632287
171,##sg,ORG,0.5330585
171,menkeu,NOR,0.7137356
171,purba,PER,0.9891902
171,pemerintah,NOR,0.967422
171,ih,PRD,0.29251304
171,##g,PRD,0.42105144
172,menke,NOR,0.7591069
172,##u purba,ORG,0.5216473
172,dir,NOR,0.7583185
172,##ut bei,ORG,0.704038
172,bei,ORG,0.6078298
172,iman rachman,PER,0.8448496
172,kemenkeu,NOR,0.7006416
172,menke,NOR,0.74592525
172,##u purba,ORG,0.48235136
173,bank dunia,ORG,0.9787986
173,ri,ORG,0.5508784
173,"4, 8 persen",PRC,0.9949186
173,menkeu,NOR,0.69220805
173,purbaya,PER,0.6603049
173,menteri keuangan,NOR,0.9353548
173,purbaya yudhi sadewa,PER,0.9086016
173,indonesia,GPE,0.9470332
173,iv,ORD,0.42041218
173,2025,DAT,0.42173004
174,purbaya,PER,0.89677596
174,menteri keuangan,NOR,0.9386786
174,purbaya yudhi sadewa,PER,0.9744952
174,rp 396 miliar,MON,0.9978479
175,purba,GPE,0.4100791
175,doli,PER,0.94252455
175,doli,PER,0.9493319
175,menkeu purba,NOR,0.74898374
175,##ya,ORG,0.49576217
176,200,CRD,0.41193312
176,menkeu,NOR,0.7923985
176,purba,PER,0.36351863
176,rp 7 triliun,MON,0.99791807
176,kemenkeu,NOR,0.93440706
176,rp 7 triliun,MON,0.9980337
176,200,CRD,0.8133928
176,"rp 54, 9 triliun",MON,0.99836123
177,menke,NOR,0.61749744
177,##u,ORG,0.55569094
177,purbaya,PER,0.7789477
177,anggito cs,PER,0.8409365
177,menteri keuangan,NOR,0.9249204
177,purbaya,PER,0.86159575
177,yudhi sadewa,PER,0.8592337
177,lps,ORG,0.6499006
177,2025,DAT,0.38610762
177,2030,DAT,0.37968475
178,menkeu,NOR,0.7848523
178,purbaya,PER,0.67333126
178,pramono,PER,0.9284352
178,menkeu,NOR,0.906733
178,purbaya,PER,0.76866156
178,pemprov dki,NOR,0.96387786
178,pemerintah pusat,NOR,0.9617276
179,menkeu purba,NOR,0.7423324
179,gubernur sumbar,NOR,0.9821099
179,menkeu purba,NOR,0.70610946
180,pramono,PER,0.96129274
180,purbaya,PER,0.673051
180,rp 200 triliun,MON,0.99806136
180,bank himbara,ORG,0.97745055
180,bumd dki,NOR,0.83225745
180,gubernur dki jakarta,NOR,0.98487425
180,pramono anung,PER,0.9843745
180,menteri keuangan,NOR,0.8841011
180,purbaya yudhi sadewa,PER,0.910309
180,rp 200 triliun,MON,0.99794906
180,bank himbara,ORG,0.9846217
181,bobby nasution,PER,0.99410415
181,kantor menkeu purbaya,LOC,0.79602844
181,asosiasi,ORG,0.6650646
181,pemerintah,NOR,0.56186384
181,provinsi seluruh indonesia,ORG,0.7125795
181,appsi,ORG,0.791669
181,kantor menkeu purbaya,LOC,0.8835507
181,jakarta,GPE,0.9973062
181,selasa ( 7 / 10 / 2025 ),DAT,0.9948002
181,bobby nasution,PER,0.98843634
182,luhut,PER,0.86308587
182,##g,PRD,0.5754416
182,menkeu,NOR,0.6876672
182,purba,ORG,0.42601043
182,luhut,PER,0.8668157
182,binsar pandjaitan,PER,0.6856634
183,purba,PER,0.9650907
183,dirjen bea cukai,NOR,0.83448124
183,menteri keuangan,NOR,0.9658856
183,purbaya yudhi sadewa,PER,0.953798
184,purbaya,PER,0.7261443
184,fl,ORG,0.5163179
184,##pp,PRD,0.7243675
184,menkeu,NOR,0.83817005
184,purbaya,PER,0.885986
184,yudhi sadewa,PER,0.9531131
184,fl,ORG,0.4964567
184,##pp,PRD,0.7765991
185,purba,PER,0.9760585
185,bbm,PRD,0.9617137
185,el,PER,0.44393212
185,##piji,PRD,0.636842
185,menkeu,NOR,0.5145555
185,purbawa,PER,0.6903132
185,komisi xi dpr ri,NOR,0.98216885
186,menke,NOR,0.5643201
186,##u purbaya,ORG,0.72172326
186,pertamina,ORG,0.94287014
186,7 tahun,QTY,0.9308585
186,menteri keuangan,NOR,0.92269135
186,purbaya,PER,0.96311677
186,yudhi sadewa,PER,0.8938831
186,pt pertamina ( persero ),ORG,0.9755721
187,purbaya,PER,0.7855609
187,dirjen anggaran,NOR,0.4932601
187,purba,PER,0.9794946
187,tiga bulan,QTY,0.958627
187,satu bulan,QTY,0.9553915
188,purbaya,PER,0.74843967
188,menteri keuangan,NOR,0.94617033
188,purbaya,PER,0.9720612
188,yudhi sadewa,PER,0.9008521
189,purbaya,PER,0.9214257
189,menteri keuangan,NOR,0.9608618
189,purbaya yudhi sadewa,PER,0.97558814
189,rokok,PRD,0.48062
190,kala,PER,0.80685824
190,purbaya,PER,0.65889066
190,tantang rocky gerung,PER,0.8017918
190,5 ke 6 persen,PRC,0.9758021
190,menkeu,NOR,0.72920436
190,purbaya,PER,0.62024033
191,purbaya,PER,0.969321
191,anggito,PER,0.92308307
191,ketua dk lps,ORG,0.7358014
191,menteri keuangan,NOR,0.8790767
191,purbaya yudhi sadewa,PER,0.9665465
191,anggito abimanyu,PER,0.92745084
191,dk lps,ORG,0.8458307
192,ketua komisi xi,NOR,0.9421714
192,purba,PER,0.76240236
192,##aiki coretax,ORG,0.70041263
192,dpr,NOR,0.9808137
192,menkeu,NOR,0.7032733
192,purba,PER,0.38911417
193,menke,NOR,0.70994085
193,##u purbaya,ORG,0.6509855
193,hotman paris,PER,0.6335847
193,rp 200 triliun,MON,0.9969134
193,hot,PER,0.56747293
193,##man paris,ORG,0.5611112
193,menke,NOR,0.6871923
193,##u purbaya,ORG,0.6015746
193,pemerintah,NOR,0.6697676
193,rp 200 triliun,MON,0.9963128
194,anggito,PER,0.9233265
194,wamenkeu,ORG,0.81287813
194,lps,ORG,0.88286716
194,menkeu,NOR,0.57462776
194,purbaya,PER,0.7401463
194,anggito abimanyu,PER,0.96084756
194,ketua lps,ORG,0.7191396
194,wamenkeu,ORG,0.86858606
195,dpr,NOR,0.992702
195,bansos pangan,PRD,0.50813055
195,minyak goreng,PRD,0.9760321
195,2 liter,QTY,0.8975487
195,##r,NOR,0.49988404
195,dpr ri,NOR,0.9309391
195,pemerintah,NOR,0.98351556
195,dua liter,QTY,0.97185373
195,minyak goreng,PRD,0.96879864
195,##sos,PRD,0.45112282
195,10 kilogram,QTY,0.91920686
196,purbaya,PER,0.8709078
196,dpr,NOR,0.98220795
196,2026,DAT,0.64364004
196,badan anggaran ( banggar ) dpr ri,NOR,0.81424165
196,pemerintah,NOR,0.92305607
196,anggaran,LAW,0.5120782
196,##d,LAW,0.5893373
196,apbn 2026,LAW,0.8211419
197,bangga,NOR,0.62422764
197,dpr,NOR,0.94641596
197,rp 200 triliun,MON,0.9851776
197,menkeu,NOR,0.9373734
197,no,LAW,0.47189227
197,dpr,NOR,0.98637515
197,kemenkeu,NOR,0.9405367
197,rp 200 triliun,MON,0.99667984
197,bank negara,ORG,0.82013524
198,4,CRD,0.57356703
198,menkeu,NOR,0.5280508
198,purba,PER,0.6827035
198,##ya,ORG,0.4132402
198,rp 200 triliun,MON,0.99772793
198,purbaya,PER,0.7356143
198,pemerintah,NOR,0.78717285
198,rp 200 triliun,MON,0.9978587
199,batik menkeu purba,PRD,0.65564597
199,guru besar uns,ORG,0.62328714
199,menteri keuangan,NOR,0.89839965
199,purbaya,PER,0.67180085
199,yudhi sadewa,PER,0.9631733
199,kemeja batik,PRD,0.67384315
199,batik purba,PRD,0.687479
200,rp 200 t,MON,0.9919429
200,menkeu,NOR,0.7090578
200,purba,PER,0.50799394
200,rp 200 triliun,MON,0.99695617
200,4 bulan,QTY,0.9797077
200,menteri keuangan,NOR,0.9599776
201,rp 200 t,MON,0.9891324
201,bank himbara,ORG,0.9577723
201,tyler robinson,PER,0.95404226
201,sabtu ( 13 / 9 / 2025 ),DAT,0.99509764
202,5,CRD,0.8307183
202,bumn,ORG,0.66568816
202,menke,NOR,0.65246147
202,##u,ORG,0.52350825
202,purba,PER,0.7365706
202,##ya,ORG,0.42327273
202,rp 200 triliun,MON,0.9943058
202,purbaya,PER,0.86149406
202,lima,CRD,0.95818067
202,rp 200 triliun,MON,0.9969756
203,menke,NOR,0.46569884
203,##u,ORG,0.44271216
203,purba,PER,0.5348239
203,##ya,ORG,0.33379236
203,menteri keuangan,NOR,0.9539007
203,purbaya,PER,0.9220339
203,yudhi sadewa,PER,0.9580476
204,men,NOR,0.6776946
204,##keu purbaya,ORG,0.7804406
204,rp 200 triliun,MON,0.99752635
204,5,CRD,0.91798866
204,bank himbara,ORG,0.80204993
204,men,NOR,0.7673356
204,##keu purbaya,ORG,0.7312405
204,rp 200 triliun,MON,0.99812317
204,5,CRD,0.92743653
204,bank himbara,ORG,0.83504105
205,menkeu,NOR,0.8042157
205,purbaya,PER,0.6947075
205,kementerian,NOR,0.8622946
205,lembaga,NOR,0.61296993
205,apbn,LAW,0.88162714
205,menteri keuangan,NOR,0.9477496
205,purbaya,PER,0.9765798
205,yudhi sadewa,PER,0.8968518
206,indonesia,GPE,0.88924676
206,menkeu,NOR,0.8063596
206,sri mulyani,PER,0.9932626
206,purbaya,PER,0.9007311
206,indonesia,GPE,0.85227865
206,men,NOR,0.5271551
207,rp 116 triliun,MON,0.9942996
207,kereta cepat,PRD,0.93295133
207,purbaya,PER,0.8647784
207,apbn,LAW,0.9532106
207,menteri keuangan,NOR,0.9375676
207,purbaya yudhi sadewa,PER,0.96243566
207,uang,LAW,0.41303512
207,apbn,LAW,0.9072085
207,kereta cepat,PRD,0.89945567
208,menkeu,NOR,0.8484869
208,purbaya,PER,0.5587511
208,kereta cepat,PRD,0.65551287
208,pemerintah,NOR,0.9788987
208,menteri keuangan,NOR,0.95991343
208,purbaya,PER,0.9605181
208,yudhi sadewa,PER,0.8905131
208,pemerintah,NOR,0.96786547
208,kereta cepat,PRD,0.341546
208,jakarta,GPE,0.29848745
208,bandung,GPE,0.6876913
208,kc,LAW,0.34939322
208,##jb,PRD,0.47028854
209,e - commerce,PRD,0.73658115
209,2026,DAT,0.71787965
209,menkeu purba,NOR,0.604655
209,##ya,ORG,0.5253751
209,6 persen,PRC,0.99252915
209,menteri keuangan,NOR,0.94291717
209,purbaya yudhi sadewa,PER,0.9195797
209,- commerce,PRD,0.70541716
209,2026,DAT,0.84726405
210,bahlil,PER,0.9622987
210,bahlil lahadalia,PER,0.9879818
210,kantor pusat ditjen pajak,LOC,0.82083505
211,misbakhun sent,PER,0.93034065
211,menkeu purba,NOR,0.7710407
211,pemerintah,NOR,0.9746576
212,muzakir manaf,PER,0.97210455
212,menteri,NOR,0.600137
212,purba,PER,0.5902078
212,gubernur aceh,NOR,0.9885496
212,muzakir manaf,PER,0.98371035
212,mualem,PER,0.8417072
212,jakarta,GPE,0.9982913
213,ses,NOR,0.40631434
213,teddy,PER,0.94365436
213,dasco,PER,0.9709846
213,purbaya,PER,0.9219266
213,mend,NOR,0.9708458
213,##agri,NOR,0.94848394
213,dpr,NOR,0.9919225
213,dasco,PER,0.961091
213,pemerintah,NOR,0.5498356
213,2025,DAT,0.7192324
214,pramono,PER,0.9641077
214,menkeu purba,NOR,0.7560264
214,pramono anung,PER,0.95858103
214,undang,LAW,0.92956185
214,apbn,LAW,0.5609285
214,dpr,NOR,0.97121584
215,anggito abimanyu,PER,0.9696538
215,purbaya,PER,0.9631179
215,ketua dewan komisioner lps,ORG,0.7895996
215,anggito abimanyu,PER,0.95359135
215,wamenkeu,ORG,0.66269296
215,ketua dewan komisioner lps,ORG,0.75097686
215,purbaya yudhi sadewa,PER,0.98256564
216,menkeu purba,NOR,0.599795
216,##ya,ORG,0.3918904
216,ahok,PER,0.9385235
216,##ucer digital,PRD,0.53327256
216,menteri keuangan,NOR,0.92238927
216,purbaya,PER,0.91023827
216,yudhi sadewa,PER,0.97536445
216,ahok,PER,0.95869464
217,purbaya,PER,0.7148026
217,triliun,MON,0.4994266
217,bank jakarta,ORG,0.9842829
217,bank jakarta,ORG,0.9626069
217,menke,NOR,0.6805178
217,##u purbaya,ORG,0.456616
217,rp10 – 20 triliun,MON,0.9917215
218,gubernur sumbar,NOR,0.9827363
218,menkeu purba,NOR,0.7895782
218,gubernur sumbar,NOR,0.98557806
218,mahyeldi,PER,0.98926216
218,pemerintah pusat,NOR,0.9561284
218,menkeu,NOR,0.8880606
218,purbaya,PER,0.5325063
218,apbn,LAW,0.89271796
218,3 persen,PRC,0.9904497
219,dirjen,NOR,0.5566167
219,pajak,ORG,0.61035633
219,purbaya,PER,0.83984625
219,purbaya,PER,0.8593688
219,dirjen,NOR,0.65077984
219,pajak,ORG,0.5308988
219,djp,ORG,0.5603834
220,coretax,PRD,0.5701206
220,purba,PER,0.71314067
220,kemenkeu,NOR,0.94249797
220,purba,PER,0.9719315
220,kementerian keuangan,NOR,0.9729325
220,kemenkeu,NOR,0.96204144
221,18,CRD,0.9190693
221,menkeu,NOR,0.89390945
221,purba,PER,0.3275471
221,jateng,GPE,0.7259128
221,diy,GPE,0.95429957
221,18,CRD,0.9258028
